Card_Name,Rarity,RH?,Number,Market Price,Listed Median,Adjusted Price,Slot 1 (Common),Slot 2 (Common),Slot 3 (Common),Slot 4 (Common),Slot 5 (Uncommon),Slot 6 (Uncommon),Slot 7 (Uncommon),Slot 8 (RH),Slot 9 (Illustration/RH),Slot 10 (Rare+),Slot 11 (Code)
Toedscool - 025/198,Common,No,025/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Toedscruel,Uncommon,No,026/198,$0.04,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Capsakid - 027/198,Common,No,027/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Capsakid - 028/198,Common,No,028/198,$0.05,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Scovillain - 029/198,Uncommon,No,029/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Growlithe - 030/198,Common,No,030/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Growlithe - 031/198,Common,No,031/198,$0.10,$0.11,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Arcanine ex - 032/198,Double Rare,No,032/198,$1.49,—,$1.64,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Houndour - 033/198,Common,No,033/198,$0.05,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Houndoom - 034/198,Common,No,034/198,$0.03,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Torkoal,Uncommon,No,035/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Fuecoco,Common,No,036/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Crocalor,Uncommon,No,037/198,$0.04,$0.09,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Skeledirge,Rare,No,038/198,$0.14,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Charcadet - 039/198,Common,No,039/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Charcadet - 040/198,Common,No,040/198,$0.08,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Armarouge - 041/198,Rare,No,041/198,$0.13,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Slowpoke - 042/198,Common,No,042/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Slowbro,Rare,No,043/198,$0.14,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Magikarp,Common,No,044/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Gyarados ex - 045/198,Double Rare,No,045/198,$1.34,—,$1.47,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Buizel,Common,No,046/198,$0.07,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Floatzel,Uncommon,No,047/198,$0.04,$0.05,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Alomomola,Common,No,048/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Clauncher - 049/198,Common,No,049/198,$0.03,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Clawitzer,Common,No,050/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Bruxish,Common,No,051/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Quaxly,Common,No,052/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Quaxwell,Uncommon,No,053/198,$0.04,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Quaquaval,Rare,No,054/198,$0.14,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Wiglett - 055/198,Common,No,055/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Wiglett - 056/198,Common,No,056/198,$0.08,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Wugtrio,Uncommon,No,057/198,$0.08,$0.10,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Cetoddle - 058/198,Common,No,058/198,$0.06,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Cetoddle - 059/198,Common,No,059/198,$0.08,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Cetitan,Uncommon,No,060/198,$0.06,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Dondozo - 061/198,Rare,No,061/198,$0.12,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Tatsugiri,Uncommon,No,062/198,$0.05,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Magnemite,Common,No,063/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Magneton,Common,No,064/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Magnezone ex - 065/198,Double Rare,No,065/198,$0.76,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Mareep,Common,No,066/198,$0.06,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Flaaffy,Uncommon,No,067/198,$0.04,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Pachirisu - 068/198,Uncommon,No,068/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Rotom - 069/198,Common,No,069/198,$0.04,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Rotom - 070/198,Common,No,070/198,$0.04,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Toxel,Common,No,071/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Toxtricity,Uncommon,No,072/198,$0.04,$0.05,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Pawmi - 073/198,Common,No,073/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Pawmi - 074/198,Common,No,074/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Pawmo,Common,No,075/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Pawmot - 076/198,Rare,No,076/198,$0.08,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Wattrel - 077/198,Common,No,077/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Wattrel - 078/198,Common,No,078/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Kilowattrel,Uncommon,No,079/198,$0.04,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Miraidon,Rare,No,080/198,$0.12,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Miraidon ex - 081/198,Double Rare,No,081/198,$0.99,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Drowzee - 082/198,Common,No,082/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Hypno,Uncommon,No,083/198,$0.06,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Ralts - 084/198,Common,No,084/198,$0.04,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Kirlia - 085/198,Common,No,085/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Gardevoir ex - 086/198,Double Rare,No,086/198,$2.23,—,$2.45,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Shuppet,Common,No,087/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Banette ex - 088/198,Double Rare,No,088/198,$0.62,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Drifloon,Common,No,089/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Drifblim,Uncommon,No,090/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Flabebe,Common,No,091/198,$0.02,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Floette,Common,No,092/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Florges,Uncommon,No,093/198,$0.03,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Dedenne - 094/198,Common,No,094/198,$0.03,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Dedenne - 095/198,Common,No,095/198,$0.05,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Klefki,Rare,No,096/198,$0.14,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Fidough - 097/198,Common,No,097/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Fidough - 098/198,Common,No,098/198,$0.07,$0.09,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Dachsbun,Uncommon,No,099/198,$0.04,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Flittle - 100/198,Common,No,100/198,$0.03,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Flittle - 101/198,Common,No,101/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Flittle - 102/198,Common,No,102/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Espathra,Uncommon,No,103/198,$0.04,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Greavard - 104/198,Common,No,104/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Greavard - 105/198,Common,No,105/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Houndstone,Rare,No,106/198,$0.09,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Mankey,Common,No,107/198,$0.06,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Primeape,Common,No,108/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Annihilape,Rare,No,109/198,$0.10,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Meditite - 110/198,Common,No,110/198,$0.02,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Medicham - 111/198,Uncommon,No,111/198,$0.03,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Riolu - 112/198,Common,No,112/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Riolu - 113/198,Common,No,113/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Lucario,Uncommon,No,114/198,$0.05,$0.09,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Sandile - 115/198,Common,No,115/198,$0.03,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Krokorok,Common,No,116/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Krookodile,Uncommon,No,117/198,$0.05,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Hawlucha,Rare,No,118/198,$0.19,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Silicobra,Common,No,119/198,$0.05,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Sandaconda,Uncommon,No,120/198,$0.05,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Stonjourner,Uncommon,No,121/198,$0.03,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Klawf - 122/198,Rare,No,122/198,$0.08,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Great Tusk ex - 123/198,Double Rare,No,123/198,$0.57,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Koraidon,Rare,No,124/198,$0.11,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Koraidon ex - 125/198,Double Rare,No,125/198,$0.84,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Grimer,Common,No,126/198,$0.03,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Muk,Uncommon,No,127/198,$0.03,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Seviper,Common,No,128/198,$0.04,$0.06,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Spiritomb,Uncommon,No,129/198,$0.04,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Croagunk,Common,No,130/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Toxicroak ex - 131/198,Double Rare,No,131/198,$0.67,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Pawniard,Common,No,132/198,$0.05,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Bisharp,Common,No,133/198,$0.08,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Kingambit - 134/198,Rare,No,134/198,$0.10,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Maschiff - 135/198,Common,No,135/198,$0.04,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Maschiff - 136/198,Common,No,136/198,$0.05,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Mabosstiff - 137/198,Uncommon,No,137/198,$0.05,$0.08,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Bombirdier - 138/198,Uncommon,No,138/198,$0.05,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Forretress,Uncommon,No,139/198,$0.04,$0.05,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Varoom - 140/198,Common,No,140/198,$0.05,$0.08,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Varoom - 141/198,Common,No,141/198,$0.06,$0.10,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Revavroom,Rare,No,142/198,$0.11,—,$0.25,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.03793809524,0
Iron Treads ex - 143/198,Double Rare,No,143/198,$0.60,—,$1.00,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0,0,0.01146666667,0
Chansey,Common,No,144/198,$0.06,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Blissey,Uncommon,No,145/198,$0.05,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Zangoose - 146/198,Common,No,146/198,$0.07,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Zangoose - 147/198,Uncommon,No,147/198,$0.05,$0.06,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
Starly - 148/198,Common,No,148/198,$0.02,$0.05,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Staravia,Common,No,149/198,$0.04,$0.07,$0.10,0.009523809524,0.009523809524,0.009523809524,0.009523809524,0.000000000000,0.000000000000,0.000000000000,0,0,0,0
Staraptor,Uncommon,No,150/198,$0.03,$0.07,$0.10,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.016666666667,0.016666666667,0.016666666667,0,0,0,0
